user_id,risk_score,top_risk_factors
2671,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2672,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2673,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2674,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2675,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2676,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2677,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2678,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2679,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2680,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2681,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2682,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2683,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2684,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2685,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2686,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2687,98.2,Time spent per session has reduced noticeably; User is using fewer features than before; User sessions have significantly decreased over time
2688,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2689,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2690,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2691,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2692,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2693,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2694,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2695,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2696,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2697,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2698,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2699,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2700,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2701,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2702,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2703,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2704,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2705,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2706,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2707,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2708,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2709,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2710,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2711,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2712,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2713,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2714,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2715,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2716,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2717,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2718,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2719,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2720,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2721,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2722,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2723,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2724,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2725,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2726,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2727,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2728,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2729,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2730,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2731,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2732,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2733,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2734,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2735,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2736,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2737,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2738,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2739,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2740,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2741,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2742,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2743,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2744,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2745,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2746,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2747,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2748,98.2,Time spent per session has reduced noticeably; User is using fewer features than before; User sessions have significantly decreased over time
2749,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2750,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2751,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2752,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2753,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2754,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2755,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2756,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2757,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2758,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2759,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2760,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2761,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2762,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2763,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2764,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2765,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2766,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2767,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2768,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2769,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2770,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2771,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2772,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2773,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2774,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2775,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2776,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2777,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2778,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2779,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2780,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2781,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2782,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2783,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2784,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2785,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2786,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2787,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2788,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2789,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2790,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2791,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2792,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2793,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2794,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2795,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2796,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2797,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2798,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2799,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2800,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2801,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2802,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2803,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2804,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2805,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2806,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2807,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2808,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2809,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2810,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2811,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2812,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2813,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2814,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2815,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2816,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2817,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2818,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2819,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2820,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2821,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2822,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2823,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2824,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2825,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2826,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2827,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2828,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2829,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2830,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2831,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2832,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2833,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2834,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2835,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2836,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2837,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2838,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2839,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2840,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2841,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2842,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2843,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2844,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2845,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2846,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2847,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2848,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2849,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2850,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2851,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2852,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2853,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2854,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2855,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2856,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2857,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2858,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2859,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2860,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2861,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2862,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2863,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2864,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2865,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2866,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2867,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2868,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2869,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2870,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2871,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2872,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2873,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2874,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2875,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2876,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2877,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2878,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2879,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2880,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2881,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2882,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2883,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2884,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2885,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2886,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2887,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2888,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2889,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2890,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2891,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2892,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2893,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2894,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2895,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2896,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2897,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2898,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2899,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2900,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2901,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2902,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2903,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2904,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2905,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2906,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2907,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2908,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2909,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2910,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2911,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2912,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2913,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2914,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2915,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2916,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2917,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2918,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2919,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2920,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2921,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2922,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2923,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2924,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2925,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2926,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2927,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2928,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2929,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2930,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2931,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2932,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2933,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2934,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2935,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2936,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2937,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2938,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2939,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2940,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2941,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2942,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2943,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2944,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2945,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2946,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2947,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2948,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2949,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2950,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2951,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2952,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2953,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2954,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2955,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2956,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2957,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2958,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2959,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2960,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2961,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2962,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2963,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2964,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2965,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2966,1.8,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2967,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
2968,98.2,User is using fewer features than before; Time spent per session has reduced noticeably; User sessions have significantly decreased over time
