customerID,risk_score,top_risk_drivers
7590-VHVEG,61.86,tenure; TotalCharges; InternetService Fiber optic
3745-HRPHI,5.4,Contract Two year; tenure; InternetService Fiber optic
7636-OWBPG,18.87,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
1231-YNDEK,5.81,Contract Two year; InternetService Fiber optic; tenure
1407-DIGZV,5.8,Contract Two year; tenure; InternetService Fiber optic
6397-JNZZG,17.36,InternetService Fiber optic; tenure; SeniorCitizen
0570-BFQHT,54.08,tenure; InternetService Fiber optic; PaperlessBilling Yes
4393-OBCRR,6.63,tenure; Contract One year; InternetService Fiber optic
3523-QRQLL,10.01,InternetService Fiber optic; Contract One year; PaymentMethod Electronic check
8564-LDKFL,20.78,Contract One year; InternetService Fiber optic; tenure
3696-DFHHB,4.93,Contract Two year; tenure; InternetService Fiber optic
0895-DQHEW,41.47,tenure; InternetService Fiber optic; PaymentMethod Electronic check
4717-GHADL,6.06,Contract Two year; tenure; InternetService Fiber optic
5501-TVMGM,63.8,tenure; TotalCharges; InternetService Fiber optic
5879-HMFFH,5.03,Contract Two year; tenure; InternetService Fiber optic
6772-WFQRD,5.14,InternetService Fiber optic; tenure; Contract One year
3810-DVDQQ,5.68,Contract Two year; tenure; TotalCharges
6972-SNKKW,9.0,InternetService Fiber optic; tenure; OnlineSecurity No internet service
3694-GLTJM,8.46,tenure; InternetService Fiber optic; OnlineSecurity No internet service
8550-XSXUQ,9.11,tenure; InternetService Fiber optic; Contract One year
8149-RSOUN,89.74,tenure; TotalCharges; InternetService Fiber optic
9055-MOJJJ,5.87,tenure; InternetService Fiber optic; Contract One year
4359-INNWN,5.99,InternetService Fiber optic; Contract One year; OnlineSecurity No internet service
0585-EGDDA,31.5,InternetService Fiber optic; PaymentMethod Electronic check; tenure
4032-RMHCI,8.09,InternetService Fiber optic; Contract One year; tenure
0549-CYCQN,11.86,Contract One year; tenure; TotalCharges
3481-JHUZH,37.12,PaymentMethod Electronic check; InternetService Fiber optic; tenure
7250-EQKIY,52.87,tenure; TotalCharges; InternetService Fiber optic
3594-IVHJZ,8.37,tenure; InternetService Fiber optic; TechSupport No internet service
6869-FGJJC,9.56,tenure; Contract One year; TotalCharges
3896-ZVNET,5.39,Contract Two year; InternetService Fiber optic; tenure
8205-VSLRB,5.57,Contract Two year; tenure; InternetService Fiber optic
5960-MVTUK,50.42,tenure; TotalCharges; TechSupport Yes
6817-WTYHE,47.16,tenure; TotalCharges; InternetService Fiber optic
3082-VQXNH,31.14,tenure; TotalCharges; InternetService Fiber optic
4013-UBXWQ,48.06,InternetService Fiber optic; tenure; PaymentMethod Electronic check
4931-TRZWN,25.27,InternetService Fiber optic; PaymentMethod Electronic check; OnlineSecurity Yes
0750-EKNGL,8.43,InternetService Fiber optic; tenure; OnlineSecurity No internet service
7669-LCRSD,14.35,InternetService Fiber optic; MonthlyCharges; PaymentMethod Electronic check
3567-PQTSO,24.36,tenure; Contract One year; InternetService Fiber optic
5519-NPHVG,78.72,InternetService Fiber optic; MonthlyCharges; tenure
8043-PNYSD,4.98,Contract Two year; tenure; InternetService Fiber optic
9938-EKRGF,11.91,InternetService Fiber optic; OnlineSecurity Yes; Contract Two year
2703-AMTUL,6.83,InternetService Fiber optic; tenure; Contract One year
0928-JMXNP,69.91,tenure; TotalCharges; PaymentMethod Electronic check
8173-RXAYP,5.02,Contract Two year; InternetService Fiber optic; tenure
4825-XJGDM,6.36,tenure; Contract One year; InternetService Fiber optic
5402-HTOTQ,19.44,InternetService Fiber optic; PaymentMethod Electronic check; MonthlyCharges
6734-JDTTV,4.83,Contract Two year; tenure; InternetService Fiber optic
7850-THJMU,5.02,Contract Two year; InternetService Fiber optic; tenure
3890-RTCMS,17.57,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
8849-GYOKR,13.82,tenure; Contract One year; InternetService Fiber optic
3148-BLQJT,28.3,tenure; TotalCharges; InternetService Fiber optic
3717-FDJFU,5.64,Contract Two year; InternetService Fiber optic; tenure
3665-JATSN,29.25,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
7966-YOTQW,17.43,InternetService Fiber optic; tenure; OnlineSecurity Yes
0461-CVKMU,30.27,PaymentMethod Electronic check; InternetService Fiber optic; TechSupport Yes
8806-EAGWC,47.94,tenure; TotalCharges; InternetService Fiber optic
8853-TZDGH,7.3,Contract Two year; tenure; TotalCharges
7779-LGOVN,81.46,InternetService Fiber optic; tenure; PaymentMethod Electronic check
4324-BZCKL,13.92,InternetService Fiber optic; MonthlyCharges; tenure
6924-TDGMT,6.26,InternetService Fiber optic; Contract One year; OnlineSecurity No internet service
9710-ZUSHQ,26.35,tenure; InternetService Fiber optic; OnlineSecurity Yes
1536-YHDOE,7.63,InternetService Fiber optic; Contract One year; OnlineSecurity Yes
8123-QBNAZ,25.54,InternetService Fiber optic; tenure; OnlineSecurity Yes
3629-ZNKXA,51.69,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
4827-LTQRJ,12.92,tenure; TotalCharges; Contract One year
7711-YIJWC,8.05,tenure; InternetService Fiber optic; TotalCharges
5482-VXSXJ,31.23,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
7365-BVCJH,70.53,tenure; TotalCharges; InternetService Fiber optic
9620-ENEJV,46.33,tenure; InternetService Fiber optic; Contract Two year
4183-WCSEP,28.74,InternetService Fiber optic; PaymentMethod Electronic check; tenure
2378-YIZKA,5.03,Contract Two year; tenure; InternetService Fiber optic
5498-TXHLF,37.59,InternetService Fiber optic; PaymentMethod Electronic check; tenure
0689-DSXGL,11.68,tenure; InternetService Fiber optic; TotalCharges
6818-DJXAA,56.55,tenure; InternetService Fiber optic; TechSupport Yes
9722-UJOJR,42.1,InternetService Fiber optic; PaymentMethod Electronic check; tenure
0464-WJTKO,4.86,Contract Two year; tenure; InternetService Fiber optic
8902-ZEOVF,5.0,InternetService Fiber optic; tenure; Contract One year
6778-EICRF,8.24,InternetService Fiber optic; Contract One year; tenure
2662-NNTDK,6.01,tenure; InternetService Fiber optic; Contract One year
4132-KALRO,70.0,tenure; InternetService Fiber optic; MonthlyCharges
3902-FOIGH,78.88,InternetService Fiber optic; tenure; MonthlyCharges
6772-KSATR,75.88,tenure; TotalCharges; OnlineSecurity Yes
7112-OPOTK,33.03,InternetService Fiber optic; PaymentMethod Electronic check; tenure
2874-YXVVA,29.58,InternetService Fiber optic; tenure; PaymentMethod Electronic check
1245-HARPS,5.25,Contract Two year; InternetService Fiber optic; OnlineSecurity No internet service
4210-QFJMF,75.14,tenure; InternetService Fiber optic; TotalCharges
4323-ELYYB,5.87,InternetService Fiber optic; Contract One year; OnlineSecurity No internet service
4293-ETKAP,5.6,Contract Two year; tenure; InternetService Fiber optic
6064-PUPMC,6.63,InternetService Fiber optic; Contract One year; tenure
6504-VBLFL,7.14,Contract Two year; tenure; PaymentMethod Electronic check
6322-PJJDJ,15.87,Contract Two year; tenure; InternetService Fiber optic
0330-BGYZE,16.32,tenure; Contract One year; InternetService Fiber optic
1085-LDWAM,5.13,tenure; InternetService Fiber optic; Contract One year
7586-ZATGZ,45.03,PaymentMethod Electronic check; InternetService Fiber optic; tenure
7197-VOJMM,5.33,Contract Two year; tenure; InternetService Fiber optic
3318-OSATS,52.42,InternetService Fiber optic; tenure; PaymentMethod Electronic check
5828-AVIPD,36.01,Contract One year; InternetService Fiber optic; PaymentMethod Electronic check
1843-TLSGD,5.17,Contract Two year; InternetService Fiber optic; TechSupport No internet service
9626-VFRGG,24.45,tenure; InternetService Fiber optic; TotalCharges
7075-BNDVQ,35.69,tenure; TotalCharges; OnlineSecurity Yes
9143-CANJF,11.24,InternetService Fiber optic; PaymentMethod Electronic check; tenure
7284-BUYEC,25.61,tenure; InternetService Fiber optic; PaymentMethod Electronic check
2041-JIJCI,27.75,InternetService Fiber optic; tenure; MonthlyCharges
1086-LXKFY,80.53,tenure; TotalCharges; InternetService Fiber optic
4900-MSOMT,5.31,Contract Two year; tenure; InternetService Fiber optic
2229-VWQJH,13.4,InternetService Fiber optic; tenure; PaymentMethod Electronic check
9194-GFVOI,5.78,Contract Two year; InternetService Fiber optic; tenure
1336-EZFZY,9.41,tenure; InternetService Fiber optic; OnlineSecurity No internet service
4282-MSACW,23.43,tenure; MonthlyCharges; InternetService Fiber optic
1403-LKLIK,5.23,InternetService Fiber optic; tenure; Contract One year
2636-ALXXZ,86.52,tenure; TotalCharges; InternetService Fiber optic
7774-OJSXI,38.49,PaymentMethod Electronic check; InternetService Fiber optic; Contract One year
7786-WBJYI,70.19,tenure; InternetService Fiber optic; TotalCharges
0136-IFMYD,10.64,Contract Two year; tenure; TotalCharges
5144-TVGLP,40.66,tenure; InternetService Fiber optic; TotalCharges
9643-AVVWI,61.65,tenure; InternetService Fiber optic; TotalCharges
0253-ZTEOB,6.74,Contract Two year; InternetService Fiber optic; tenure
2706-QZIHY,5.92,Contract Two year; InternetService Fiber optic; OnlineSecurity No internet service
6061-PQHMK,5.23,InternetService Fiber optic; Contract One year; tenure
9885-CSMWE,86.12,tenure; TotalCharges; InternetService Fiber optic
6137-MFAJN,16.94,PaymentMethod Electronic check; InternetService Fiber optic; tenure
9122-UMROB,16.71,tenure; TotalCharges; InternetService Fiber optic
4232-JGKIY,9.87,tenure; InternetService Fiber optic; MonthlyCharges
2402-TAIRZ,15.7,Contract One year; tenure; PaymentMethod Electronic check
9659-ZTWSM,15.85,tenure; Contract One year; TotalCharges
9139-TWBAS,8.93,InternetService Fiber optic; tenure; Contract One year
6685-GBWJZ,6.37,tenure; InternetService Fiber optic; TotalCharges
5016-ETTFF,32.72,InternetService Fiber optic; tenure; TotalCharges
3866-MDTUB,52.81,tenure; TotalCharges; InternetService Fiber optic
2195-VVRJF,17.87,InternetService Fiber optic; SeniorCitizen; MonthlyCharges
3913-RDSJZ,4.84,Contract Two year; tenure; InternetService Fiber optic
8058-JMEQO,81.39,tenure; InternetService Fiber optic; MonthlyCharges
4203-QGNZA,5.76,InternetService Fiber optic; tenure; OnlineSecurity No internet service
5043-TRZWM,80.61,tenure; TotalCharges; InternetService Fiber optic
0697-ZMSWS,82.52,tenure; InternetService Fiber optic; TotalCharges
7657-DYEPJ,13.49,InternetService Fiber optic; tenure; Contract One year
9494-BDNNC,20.4,tenure; PaymentMethod Electronic check; Contract One year
1640-PLFMP,84.21,tenure; TotalCharges; InternetService Fiber optic
5366-OBVMR,11.52,InternetService Fiber optic; MonthlyCharges; PaymentMethod Electronic check
8276-MQBYC,49.09,tenure; InternetService Fiber optic; PaymentMethod Electronic check
7593-XFKDI,54.03,tenure; TotalCharges; InternetService Fiber optic
4573-JKNAE,6.96,Contract Two year; InternetService Fiber optic; OnlineSecurity No internet service
0337-CNPZE,47.46,InternetService Fiber optic; PaymentMethod Electronic check; tenure
9817-APLHW,6.97,InternetService Fiber optic; OnlineSecurity No internet service; TechSupport No internet service
8380-MQINP,4.97,Contract Two year; tenure; InternetService Fiber optic
0840-DFEZH,74.09,tenure; InternetService Fiber optic; PaymentMethod Electronic check
1513-XNPPH,61.55,InternetService Fiber optic; tenure; TechSupport Yes
8690-ZVLCL,5.22,Contract Two year; tenure; InternetService Fiber optic
6015-VVHHE,80.24,tenure; InternetService Fiber optic; TotalCharges
1125-SNVCK,13.35,tenure; InternetService Fiber optic; SeniorCitizen
0384-LPITE,8.64,InternetService Fiber optic; tenure; Contract One year
4616-EWBNJ,7.45,Contract One year; InternetService Fiber optic; OnlineSecurity No internet service
6347-DCUIK,66.89,tenure; InternetService Fiber optic; Contract Two year
1335-HQMKX,19.68,tenure; Contract One year; TotalCharges
2545-EBUPK,82.28,tenure; TotalCharges; InternetService Fiber optic
6923-AQONU,4.93,Contract Two year; InternetService Fiber optic; tenure
2172-EJXVF,18.86,tenure; TotalCharges; Contract One year
0897-FEGMU,81.79,InternetService Fiber optic; tenure; MonthlyCharges
7663-RGWBC,54.24,tenure; TotalCharges; InternetService Fiber optic
1120-BMWUB,16.52,InternetService Fiber optic; Contract Two year; MonthlyCharges
9124-LHCJQ,87.59,tenure; TotalCharges; InternetService Fiber optic
4536-PLEQY,52.17,InternetService Fiber optic; tenure; MonthlyCharges
7029-IJEJK,7.31,tenure; InternetService Fiber optic; Contract One year
8871-JLMHM,6.34,Contract Two year; tenure; TotalCharges
2235-ZGKPT,35.18,tenure; InternetService Fiber optic; TotalCharges
3891-PUQOD,53.64,tenure; TotalCharges; InternetService Fiber optic
5447-VYTKW,8.14,InternetService Fiber optic; tenure; PaymentMethod Electronic check
3623-FQBOX,6.37,InternetService Fiber optic; tenure; OnlineSecurity No internet service
0689-NKYLF,65.45,InternetService Fiber optic; PaymentMethod Electronic check; tenure
8659-HDIYE,9.83,tenure; InternetService Fiber optic; TotalCharges
3658-KIBGF,48.98,tenure; TotalCharges; InternetService Fiber optic
3474-BAFSJ,5.99,Contract Two year; tenure; InternetService Fiber optic
5519-YLDGW,57.39,InternetService Fiber optic; PaymentMethod Electronic check; MonthlyCharges
3865-ZFZIB,5.24,Contract Two year; InternetService Fiber optic; tenure
1855-AGAWH,31.27,Contract One year; PaymentMethod Electronic check; InternetService Fiber optic
7109-CQYUZ,5.39,Contract Two year; tenure; InternetService Fiber optic
1370-GGAWX,23.21,Contract One year; tenure; PaymentMethod Electronic check
4680-KUTAJ,25.59,InternetService Fiber optic; PaymentMethod Electronic check; OnlineSecurity Yes
5307-UVGNB,9.95,tenure; InternetService Fiber optic; OnlineSecurity Yes
4946-EDSEW,8.26,InternetService Fiber optic; OnlineSecurity No internet service; TechSupport No internet service
2883-ILGWO,22.3,tenure; TotalCharges; InternetService Fiber optic
2516-VQRRV,82.06,tenure; TotalCharges; InternetService Fiber optic
7580-UGXNC,54.23,tenure; TotalCharges; SeniorCitizen
3642-BYHDO,4.85,Contract Two year; tenure; InternetService Fiber optic
9629-NHXFW,19.19,tenure; TotalCharges; InternetService Fiber optic
2696-RZVZW,4.92,Contract Two year; tenure; InternetService Fiber optic
5766-FTRTS,4.96,Contract Two year; tenure; InternetService Fiber optic
0396-HUJBP,7.77,tenure; InternetService Fiber optic; OnlineSecurity No internet service
5178-LMXOP,90.2,tenure; TotalCharges; InternetService Fiber optic
8879-ZKJOF,8.35,InternetService Fiber optic; tenure; Contract One year
6285-FTQBF,4.84,Contract Two year; tenure; InternetService Fiber optic
8185-UPYBR,76.66,tenure; InternetService Fiber optic; TotalCharges
4585-HETAI,71.81,tenure; InternetService Fiber optic; TotalCharges
7526-BEZQB,78.46,InternetService Fiber optic; MonthlyCharges; tenure
1474-JUWSM,8.15,tenure; InternetService Fiber optic; PaymentMethod Electronic check
3530-CRZSB,8.82,InternetService Fiber optic; tenure; DeviceProtection No internet service
8498-XXGWA,7.75,tenure; InternetService Fiber optic; TotalCharges
9617-INGJY,80.21,tenure; TotalCharges; InternetService Fiber optic
0621-TSSMU,5.43,tenure; InternetService Fiber optic; Contract One year
7234-KMNRQ,8.02,tenure; InternetService Fiber optic; TotalCharges
7636-PEPNS,7.46,tenure; InternetService Fiber optic; Contract One year
4683-WYDOU,13.46,Contract Two year; tenure; InternetService Fiber optic
9052-DHNKM,8.81,InternetService Fiber optic; Contract One year; PaymentMethod Electronic check
6794-HKIAJ,11.03,tenure; TotalCharges; OnlineSecurity Yes
5578-NKCXI,11.5,tenure; Contract One year; InternetService Fiber optic
1642-HMARX,5.64,Contract Two year; tenure; InternetService Fiber optic
3096-WPXBT,11.4,tenure; Contract One year; TotalCharges
8434-PNQZX,6.32,Contract Two year; InternetService Fiber optic; tenure
5950-AAAGJ,32.05,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
4299-OPXEJ,5.31,Contract Two year; tenure; InternetService Fiber optic
4951-UKAAQ,82.05,tenure; InternetService Fiber optic; TotalCharges
9618-LFJRU,8.77,tenure; InternetService Fiber optic; TotalCharges
6693-DJWTY,6.94,InternetService Fiber optic; Contract One year; tenure
0744-GKNGE,11.66,tenure; TotalCharges; InternetService Fiber optic
6447-EGDIV,5.74,tenure; InternetService Fiber optic; Contract One year
1167-OYZJF,4.94,Contract Two year; tenure; InternetService Fiber optic
2108-YKQTY,35.53,tenure; TotalCharges; InternetService Fiber optic
4806-DXQCE,6.86,Contract Two year; tenure; TotalCharges
4918-QLLIW,43.9,tenure; TotalCharges; InternetService Fiber optic
7056-IMHCC,43.7,tenure; TotalCharges; InternetService Fiber optic
4854-SSLTN,10.87,tenure; Contract Two year; TotalCharges
5294-DMSFH,30.61,InternetService Fiber optic; tenure; Contract Two year
4837-PZTIC,5.51,Contract Two year; tenure; InternetService Fiber optic
1625-JAIIY,26.22,tenure; PaymentMethod Electronic check; Contract One year
0603-OLQDC,14.39,InternetService Fiber optic; OnlineSecurity Yes; PaymentMethod Electronic check
3272-VUHPV,11.62,InternetService Fiber optic; tenure; MonthlyCharges
4176-FXYBO,22.92,tenure; OnlineSecurity Yes; PaymentMethod Electronic check
1063-DHQJF,7.09,Contract Two year; tenure; TotalCharges
8663-UPDGF,10.49,InternetService Fiber optic; tenure; PaymentMethod Electronic check
6719-FGEDO,5.82,Contract Two year; tenure; TotalCharges
1837-YQUCE,5.32,Contract Two year; tenure; InternetService Fiber optic
2947-DOMLJ,36.72,tenure; TotalCharges; InternetService Fiber optic
4112-LUEIZ,73.75,InternetService Fiber optic; tenure; MonthlyCharges
0369-ZGOVK,15.36,Contract One year; InternetService Fiber optic; tenure
4510-HIMLV,86.08,tenure; TotalCharges; InternetService Fiber optic
9919-KNPOO,56.44,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
8749-JMNKX,25.33,tenure; InternetService Fiber optic; TotalCharges
7872-BAAZR,6.25,InternetService Fiber optic; tenure; Contract One year
9391-LMANN,12.46,tenure; Contract One year; OnlineSecurity Yes
2430-USGXP,57.57,InternetService Fiber optic; PaymentMethod Electronic check; MonthlyCharges
8174-TBVCF,5.34,Contract Two year; tenure; InternetService Fiber optic
1698-XFZCI,18.36,tenure; OnlineSecurity Yes; TotalCharges
1877-HKBQX,9.92,InternetService Fiber optic; Contract One year; MonthlyCharges
4450-DLLMH,63.32,tenure; TotalCharges; InternetService Fiber optic
0428-AXXLJ,5.35,InternetService Fiber optic; Contract One year; tenure
2746-DIJLO,8.5,InternetService Fiber optic; Contract One year; tenure
5955-ERIHD,60.31,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
0917-EZOLA,18.53,Contract Two year; tenure; InternetService Fiber optic
3508-VLHCZ,5.04,Contract Two year; tenure; InternetService Fiber optic
4086-ATNFV,7.0,InternetService Fiber optic; tenure; Contract One year
0468-YRPXN,21.85,tenure; InternetService Fiber optic; TechSupport Yes
5996-NRVXR,10.92,Contract One year; tenure; TotalCharges
3739-YBWAB,7.9,tenure; InternetService Fiber optic; Contract One year
7047-FWEYA,26.86,InternetService Fiber optic; PaymentMethod Electronic check; Contract One year
2000-MPKCA,21.2,tenure; InternetService Fiber optic; PaymentMethod Electronic check
9762-YAQAA,11.94,Contract One year; tenure; InternetService Fiber optic
5949-EBSQK,19.45,tenure; InternetService Fiber optic; MonthlyCharges
5473-KHBPS,12.61,tenure; Contract One year; TotalCharges
0100-DUVFC,21.79,tenure; Contract One year; TotalCharges
5397-TUPSH,10.64,tenure; Contract One year; TotalCharges
8950-MTZNV,54.76,tenure; TotalCharges; InternetService Fiber optic
0326-VDYXE,22.82,tenure; Contract One year; TotalCharges
6773-LQTVT,14.55,InternetService Fiber optic; tenure; PaymentMethod Electronic check
7274-RTAPZ,86.99,tenure; TotalCharges; InternetService Fiber optic
0436-TWFFZ,5.45,Contract Two year; tenure; InternetService Fiber optic
8566-YPRGL,33.86,tenure; TotalCharges; InternetService Fiber optic
0311-UNPFF,33.22,InternetService Fiber optic; tenure; PaymentMethod Electronic check
6609-MXJHJ,6.72,Contract Two year; InternetService Fiber optic; tenure
2669-OIDSD,21.42,tenure; InternetService Fiber optic; TotalCharges
8400-WZICQ,9.45,tenure; InternetService Fiber optic; PaymentMethod Electronic check
3834-XUIFC,79.05,tenure; InternetService Fiber optic; MonthlyCharges
9576-SYUHJ,32.88,PaymentMethod Electronic check; InternetService Fiber optic; tenure
0410-IPFTY,25.94,tenure; InternetService Fiber optic; PaymentMethod Electronic check
2831-EBWRN,54.89,tenure; InternetService Fiber optic; TotalCharges
9430-NKQLY,4.94,Contract Two year; tenure; InternetService Fiber optic
8414-MYSHR,81.23,tenure; InternetService Fiber optic; MonthlyCharges
0247-SLUJI,27.84,tenure; TotalCharges; InternetService Fiber optic
9402-ORRAH,69.77,InternetService Fiber optic; tenure; PaymentMethod Electronic check
6483-OATDN,15.19,InternetService Fiber optic; tenure; OnlineSecurity Yes
1293-HHSHJ,5.67,tenure; InternetService Fiber optic; Contract One year
4840-ORQXB,29.84,tenure; TotalCharges; InternetService Fiber optic
7599-FKVXZ,29.98,InternetService Fiber optic; tenure; MonthlyCharges
3982-DQLUS,15.06,tenure; TotalCharges; OnlineSecurity Yes
8610-ZIKJJ,7.44,tenure; TotalCharges; InternetService Fiber optic
3756-VNWDH,15.49,tenure; TotalCharges; Contract One year
7801-KICAO,50.42,InternetService Fiber optic; PaymentMethod Electronic check; Contract Two year
7673-LPRNY,10.54,InternetService Fiber optic; Contract One year; PaymentMethod Electronic check
8229-TNIQA,47.27,tenure; TotalCharges; InternetService Fiber optic
6060-QBMGV,4.84,Contract Two year; tenure; InternetService Fiber optic
7339-POGZN,48.19,tenure; InternetService Fiber optic; TotalCharges
2828-SLQPF,15.95,InternetService Fiber optic; PaymentMethod Electronic check; tenure
4465-VDKIQ,36.34,InternetService Fiber optic; PaymentMethod Electronic check; PaperlessBilling Yes
2921-XWDJH,31.71,OnlineSecurity Yes; InternetService Fiber optic; tenure
6221-AVQYL,74.12,tenure; TotalCharges; InternetService Fiber optic
2558-BUOZZ,10.19,tenure; Contract One year; TotalCharges
9257-AZMTZ,4.93,Contract Two year; tenure; InternetService Fiber optic
0003-MKNFE,19.29,InternetService Fiber optic; tenure; MonthlyCharges
0975-UYDTX,9.93,InternetService Fiber optic; tenure; Contract One year
7743-EXURX,36.98,InternetService Fiber optic; PaymentMethod Electronic check; tenure
4682-BLBUC,9.55,InternetService Fiber optic; tenure; PaymentMethod Electronic check
0975-VOOVL,33.42,tenure; TotalCharges; InternetService Fiber optic
5968-VXZLG,54.86,tenure; TotalCharges; InternetService Fiber optic
5569-KGJHX,75.29,tenure; InternetService Fiber optic; MonthlyCharges
4988-IQIGL,86.8,tenure; TotalCharges; InternetService Fiber optic
5201-FRKKS,18.82,InternetService Fiber optic; OnlineSecurity Yes; tenure
9799-CAYJJ,66.82,tenure; TotalCharges; InternetService Fiber optic
7730-IUTDZ,31.19,InternetService Fiber optic; PaymentMethod Electronic check; OnlineSecurity Yes
0426-TIRNE,35.43,tenure; TotalCharges; InternetService Fiber optic
5443-SCMKX,19.33,tenure; Contract One year; TotalCharges
8295-KMENE,5.25,Contract Two year; tenure; InternetService Fiber optic
6738-ISCBM,12.42,tenure; InternetService Fiber optic; PaymentMethod Electronic check
9821-BESNZ,22.75,tenure; Contract One year; TotalCharges
3678-MNGZX,4.92,Contract Two year; tenure; InternetService Fiber optic
1335-NTIUC,50.22,PaymentMethod Electronic check; InternetService Fiber optic; TotalCharges
2916-BQZLN,35.21,PaymentMethod Electronic check; OnlineSecurity Yes; InternetService Fiber optic
4558-CGYCZ,9.28,tenure; InternetService Fiber optic; TotalCharges
2368-GAKKQ,6.75,Contract Two year; tenure; TotalCharges
8710-YGLWG,54.76,tenure; TotalCharges; InternetService Fiber optic
3199-XGZCY,72.18,tenure; InternetService Fiber optic; PaymentMethod Electronic check
3785-KTYSH,5.24,Contract Two year; tenure; InternetService Fiber optic
6814-ZPWFQ,6.69,tenure; InternetService Fiber optic; Contract One year
4063-EIKNQ,7.39,InternetService Fiber optic; OnlineSecurity No internet service; TechSupport No internet service
6993-YCOBK,8.88,Contract Two year; tenure; TotalCharges
5206-HPJKM,13.06,InternetService Fiber optic; PaymentMethod Electronic check; OnlineSecurity Yes
7587-RZNME,55.7,tenure; TotalCharges; InternetService Fiber optic
0748-RDGGM,16.44,tenure; InternetService Fiber optic; MonthlyCharges
8393-JMVMB,26.53,tenure; TotalCharges; InternetService Fiber optic
5019-GQVCR,46.9,tenure; InternetService Fiber optic; PaymentMethod Electronic check
6036-TTFYU,7.83,InternetService Fiber optic; OnlineSecurity No internet service; Contract Two year
2550-AEVRU,7.29,tenure; InternetService Fiber optic; Contract One year
0969-RGKCU,4.97,InternetService Fiber optic; tenure; Contract One year
0378-CJKPV,5.62,Contract Two year; tenure; TotalCharges
4706-AXVKM,70.84,InternetService Fiber optic; tenure; MonthlyCharges
5889-JTMUL,40.17,tenure; PaymentMethod Electronic check; InternetService Fiber optic
9026-RNUJS,55.56,tenure; PaymentMethod Electronic check; InternetService Fiber optic
3746-EUBYR,85.25,tenure; TotalCharges; InternetService Fiber optic
2332-EFBJY,11.04,InternetService Fiber optic; Contract Two year; TotalCharges
2880-FPNAE,68.35,tenure; TotalCharges; InternetService Fiber optic
1703-MGIAB,14.08,InternetService Fiber optic; MonthlyCharges; PaymentMethod Electronic check
4311-QTTAI,6.25,Contract One year; InternetService Fiber optic; OnlineSecurity No internet service
9474-PHLYD,26.32,InternetService Fiber optic; PaymentMethod Electronic check; MonthlyCharges
4318-RAJVY,6.19,InternetService Fiber optic; Contract One year; OnlineSecurity No internet service
2165-VOEGB,13.21,tenure; InternetService Fiber optic; Contract One year
3612-YUNGG,8.06,Contract Two year; tenure; TotalCharges
2254-DLXRI,76.88,tenure; TotalCharges; InternetService Fiber optic
5062-CJJKH,7.81,InternetService Fiber optic; Contract One year; tenure
9028-LIHRP,5.98,Contract Two year; tenure; TotalCharges
2219-MVUSO,25.87,InternetService Fiber optic; tenure; PaymentMethod Electronic check
1053-MXTTK,5.95,Contract Two year; tenure; TotalCharges
1530-ZTDOZ,9.75,tenure; InternetService Fiber optic; PaymentMethod Electronic check
1301-LOPVR,7.32,InternetService Fiber optic; tenure; Contract One year
0853-TWRVK,6.5,Contract Two year; tenure; TotalCharges
8914-RBTSB,34.98,PaymentMethod Electronic check; InternetService Fiber optic; tenure
6212-ATMLK,47.15,tenure; InternetService Fiber optic; PaymentMethod Electronic check
8200-LGKSR,6.36,Contract Two year; tenure; InternetService Fiber optic
1568-BEKZM,5.74,Contract Two year; tenure; InternetService Fiber optic
0670-ANMUU,12.51,tenure; Contract One year; TotalCharges
6897-RWMUB,5.09,Contract Two year; tenure; InternetService Fiber optic
0963-ZBDRN,33.55,InternetService Fiber optic; tenure; PaymentMethod Electronic check
7594-RQHXR,84.51,tenure; TotalCharges; InternetService Fiber optic
6999-CHVCF,7.9,Contract Two year; tenure; TotalCharges
6134-KWTBV,5.02,Contract Two year; tenure; InternetService Fiber optic
1077-HUUJM,63.23,tenure; InternetService Fiber optic; PaymentMethod Electronic check
6331-EWIEB,54.0,PaymentMethod Electronic check; InternetService Fiber optic; Contract Two year
0895-LNKRC,6.4,InternetService Fiber optic; Contract One year; tenure
2045-BMBTJ,14.91,InternetService Fiber optic; tenure; SeniorCitizen
8417-GSODA,15.21,Contract One year; tenure; InternetService Fiber optic
5171-EPLKN,4.96,Contract Two year; InternetService Fiber optic; tenure
4452-QIIEB,26.64,InternetService Fiber optic; tenure; TotalCharges
5998-VVEJY,37.12,InternetService Fiber optic; PaymentMethod Electronic check; tenure
1624-NALOJ,83.06,tenure; InternetService Fiber optic; TotalCharges
6741-EGCBI,29.02,tenure; InternetService Fiber optic; OnlineSecurity Yes
7820-ZYGNY,12.52,tenure; Contract One year; TotalCharges
4317-VTEOA,55.86,tenure; TotalCharges; InternetService Fiber optic
9677-AVKED,9.69,InternetService Fiber optic; tenure; Contract One year
